roles,companies,locations,experience,skills,Dates,PresentDate,salary
"Sales Excellence Manager ( Sales Analytics, ASM SAMNA ) | Chandigarh",Varun Beverages Limited,Chandigarh,4-9 Yrs,Channel SalesAdvanced ExcelDmsSales Force AutomationReportingdistribution systemSfasalesforce automation,11 Days Ago,24-11-2024,8-12 Lacs PA
Apprentice,Starbucks,"Korba, Raigarh, Bhilai, Bilaspur, Raipur",0-1 Yrs,TrainingNetworkingCustomer serviceService qualityQuality,30+ Days Ago,24-11-2024,Not disclosed
Barista,Starbucks,"Korba, Raigarh, Bhilai, Bilaspur, Raipur",0-2 Yrs,StationTrainingSalesNetworkingCash handlingStore SupervisorCustomer serviceOperations,30+ Days Ago,24-11-2024,Not disclosed
Assistant Store Manager,Starbucks,Chennai,0-2 Yrs,Operational excellenceSalesHotel managementShift managementCash handlingCash managementCustomer serviceOperations,30+ Days Ago,24-11-2024,Not disclosed
Assistant Store Manager,Adidas,Ahmedabad,0-3 Yrs,TrainingRetailBasicSalesBrand AmbassadorVisual MerchandisingCustomer serviceStore operations,30+ Days Ago,24-11-2024,Not disclosed
Sales Executive,Raja Auto Mart India,Coimbatore(Singanallur ),1-5 Yrs,Automobile SalesCounter SalesShowroom SalesSales PromotionSales Executive ActivitiesSalesShowroomAutomobile,6 Days Ago,24-11-2024,1.8-2.16 Lacs PA
Branch Service Coordinator - B.Tech Fresher - Electrical,Sony,"Guwahati, Patna",0-3 Yrs,After Sales ServiceServiceService OperationsSales ServiceElectricalsSalesServicingOperations,17 Days Ago,24-11-2024,1-2.5 Lacs PA
Sales Executive,Swayourway Tours And Travels,Noida,0-1 Yrs,Sales SupportConvincing PowerCommunication SkillsSales And MarketingSales OperationsSales executive activitiesSalesMarketing,6 Days Ago,24-11-2024,1.44-2.64 Lacs PA
Executive - Accounts,Varun Beverages Limited,Jodhpur,1-3 Yrs,Vendor PaymentsFinancial ClosingAccountingAccounts PayableBill ProcessingPurchase AccountingTaxationJournal Entries,15 Days Ago,24-11-2024,Not disclosed
"Intern, Operations Finance- FTC",Hilton Hotels,"New Delhi, Gurugram",0-1 Yrs,HospitalityExcelInternComplianceFinance LeadAccountingFinanceTraining and Development,30+ Days Ago,24-11-2024,Not disclosed
AM - Finance (Puddukottai - Trichy),ITC,Pudukkottai,8-13 Yrs,Product CostingFinancial AccountingBudgetingCACapex costService taxCustom TaxAnnual Business Planning,14 Days Ago,24-11-2024,14-18 Lacs PA
Retail Sales Executive/ Senior Sales Executive,Wakefit Innovations,Kolkata(Chinar Park +1),0-5 Yrs,Communication SkillsRetail SalesCustomer HandlingSales Executive ActivitiesFurniture SalesShowroom SalesCustomer SatisfactionCustomer Retention,11 Days Ago,24-11-2024,Not disclosed
Marketing Executive,Varun Beverages Limited,Jodhpur,1-5 Yrs,PromotionsOffline MarketingBtlBrandingEventsBrand PromotionAtlBrand Awareness,6 Days Ago,24-11-2024,2.5-5 Lacs PA
AM - Finance (Kapurthala - Punjab),ITC,Kapurthala,3-8 Yrs,Product CostingFinancial AccountingBudgetingCACapex costService taxCustom TaxAnnual Business Planning,14 Days Ago,24-11-2024,14-18 Lacs PA
Area Sales Manager | Chandigarh | Varun Beverages Ltd,Varun Beverages Limited,Chandigarh,4-9 Yrs,Team HandlingB2CChannel DistributionDistributor HandlingDistributionBeverageSalesHandling,11 Days Ago,24-11-2024,8-15 Lacs PA
Finance Executive - Kapurthala (Punjab),ITC,Kapurthala,3-8 Yrs,Product CostingCostingICWASales TaxTaxationCost AccountingStock ManagementGst,14 Days Ago,24-11-2024,7-11 Lacs PA
Sales Officer - Hajipur,Relaxo,Hajipur,2-7 Yrs,Field SalesSecondary SalesSalesField WorkSales Executive ActivitiesFieldSecondarySecondary Sale,15 Days Ago,24-11-2024,3-4.5 Lacs PA
Sales Officer Trainee - Thiruvananthapuram,Relaxo,Thiruvananthapuram,0-4 Yrs,Field SalesSecondary SalesSalesField MarketingSales Executive ActivitiesMarketingSecondarySecondary Sale,16 Days Ago,24-11-2024,2.5-3 Lacs PA
Plant Finance Controller,Mondelez,"Tirupati, Chennai",9-14 Yrs,Manufacturing FinanceFinancial AnalysisFinancial ReportingFinance ControlCost ManagementFinancial Planning And AnalysisVariance AnalysisFinancial Control,14 Days Ago,24-11-2024,Not disclosed
Asst Manager Quality Control - Cattle Feed,HERITAGE FOODS LIMITED,Vijayawada,7-10 Yrs,Technical SupportRoot Cause AnalysisCustomer ComplaintsQuality ControlRoot causeManagementAssistanceCattle,15 Days Ago,24-11-2024,Not disclosed
Lead Marketing B2B,Symphony Limited,Ahmedabad(Bodakdev),9-14 Yrs,B2B MarketingProduct MarketingMarketingB2B,15 Days Ago,24-11-2024,Not disclosed
Optometrist | Belgaum location | Titan Eye+,Titan Company,Belgaum,0-5 Yrs,OptometryContact LensRefractionVisionOptical SalesDispensingOptometristsOptics,20 Days Ago,24-11-2024,2-4.5 Lacs PA
Apprentice Trainee-Contractual (11 Months),Tops,"Neemrana, Rajasthan",0-2 Yrs,QualityQuality improvementMISProcess ImprovementProcessImprovement,19 Days Ago,24-11-2024,1-2 Lacs PA
Guest Relations Associate,Hilton Hotels,Lucknow,0-3 Yrs,HousekeepingHospitalityFront officeQuality standardsConflict resolutionGuest serviceCash handlingInventory,20 Days Ago,24-11-2024,Not disclosed
Sr.Officer-HR (Recruitment)-Chhatrapati Sambhajinagar,DMart,Aurangabad,2-7 Yrs,RecruitmentHiringHead HuntingTalent AcquisitionHuntingAcquisition,8 Days Ago,24-11-2024,Not disclosed
Business Development Executive,Ditto Mart,Chennai,0-2 Yrs,Business Development ManagementField Sales ManagementTeam ManagementMarketing ManagementArea Sales ManagementTeam MotivationSales ManagementTerritory Management,19 Days Ago,24-11-2024,2-2.75 Lacs PA
Income Auditor/Finance Executive,Hilton Hotels,Thiruvananthapuram,0-3 Yrs,Analytical skillsHospitalityFront officeIncome AuditorReconciliationFinance ExecutiveMS OfficeOperations,30+ Days Ago,24-11-2024,Not disclosed
Demi Chef de Partie,Hilton Hotels,Lucknow,1-4 Yrs,HospitalityMISFinanceFood safetyDemi Chef De PartieCostSafety,7 Days Ago,24-11-2024,Not disclosed
Information Technology - Intern (FTC),Hilton Hotels,Gurugram,0-1 Yrs,HospitalityInterpersonal skillsInternManager TechnologyTelephonyBudgetingmicrosoftInformation technology,30+ Days Ago,24-11-2024,Not disclosed
"Area Sales Manager | Gurugram, Haryana | Varun Beverages Ltd",Varun Beverages Limited,Gurugram,4-9 Yrs,Team HandlingB2CChannel DistributionDistributor HandlingSalesChannelArea sales managementSales management,11 Days Ago,24-11-2024,8-15 Lacs PA
Commis I,Hilton Hotels,Lucknow,0-2 Yrs,Service deliveryTrainingHospitalityCookingcommisFood safetyKitchen SupervisorElectricals,20 Days Ago,24-11-2024,Not disclosed
Collection Executive,Club Mahindra,"Dehradun, Meerut",2-7 Yrs,Customer RetentionCollectionsPayment RecoveryPayment Collectionb2c collectionPayment FollowupField CollectionsRecovery,15 Days Ago,24-11-2024,2-4.5 Lacs PA
Job Opening For 12th Pass_Male - Kolkata,2coms,Kolkata,0-5 Yrs,productionfast foodcustomer servicefood technologyrestaurantfood packinginventoryfood safety,18 Days Ago,24-11-2024,1-2 Lacs PA
Sales Officer Trainee - Batala,Relaxo,Batala,0-4 Yrs,Field SalesSecondary SalesSalesField WorkSales Executive ActivitiesSecondaryFieldTraining,19 Days Ago,24-11-2024,2.75-3 Lacs PA
Urgent opening For 10th Pass Fresher Kitchen Staff /Chef/Helper,2coms,Chennai,0-5 Yrs,operations managementteam managementfast foodfood productionrestaurantfood packingcloud kitchenbusiness development,19 Days Ago,24-11-2024,2-3 Lacs PA
Training Executive,Hilton Hotels,Bengaluru,0-3 Yrs,ShedulingHospitalityServie qualityInternQuality auditAnalytialHRBasi,30+ Days Ago,24-11-2024,Not disclosed
Delivery Executive For Grocery delivery - Kolkata,2coms,Siliguri,0-5 Yrs,bpodeliveryproject managementcustomer serviceprogram managementcustomer carestore keepingpresales,20 Days Ago,24-11-2024,Not disclosed
Delivery Executive For Grocery delivery - Kolkata,2coms,Durgapur,0-5 Yrs,bpodeliveryproject managementcustomer serviceprogram managementcustomer carestore keepingpresales,20 Days Ago,24-11-2024,Not disclosed
Delivery Executive For Grocery delivery - Kolkata,2coms,Kolkata,0-5 Yrs,bpodeliveryproject managementcustomer serviceprogram managementcustomer carestore keepingpresales,20 Days Ago,24-11-2024,Not disclosed
Guest Relations Executive,MALABAR GOLD & DIAMONDS,Hyderabad,0-1 Yrs,RetailEvent managementVisual MerchandisingPromotional eventsCustomer experienceManagementGuest Relation ExecutiveMonitoring,30+ Days Ago,24-11-2024,Not disclosed
Validation Manager - For Manufacturing,Kandhari Beverages,"Samba, Kathua",10-12 Yrs,validationDairy TechnologyUhtHACCPFood TechnologyAseptic ProcessingMicrobiologyAseptic,2 Days Ago,24-11-2024,Not disclosed
Store Management Trainee,Starbucks,Jaipur,0-1 Yrs,NetworkingManagement TraineeStore managementStoresTraining managementTrainingManagement,30+ Days Ago,24-11-2024,Not disclosed
Store Management Trainee,Starbucks,Ahmedabad,0-1 Yrs,NetworkingManagement TraineeStore managementTraining managementManagementStoresTraining,30+ Days Ago,24-11-2024,Not disclosed
Store Management Trainee,Starbucks,Surat,0-1 Yrs,NetworkingManagement TraineeStore managementManagementTrainingStoresTraining management,30+ Days Ago,24-11-2024,Not disclosed
Store Management Trainee,Starbucks,Thiruvananthapuram,0-1 Yrs,NetworkingManagement TraineeStore managementManagementStoresTraining managementTraining,30+ Days Ago,24-11-2024,Not disclosed
Store Management Trainee,Starbucks,Lucknow,0-1 Yrs,NetworkingManagement TraineeStore managementStoresTrainingTraining managementManagement,30+ Days Ago,24-11-2024,Not disclosed
Store Management Trainee,Starbucks,Nagpur,0-1 Yrs,NetworkingManagement TraineeStore managementManagementStoresTraining managementTraining,30+ Days Ago,24-11-2024,Not disclosed
Store Management Trainee,Starbucks,Chandigarh,0-1 Yrs,NetworkingManagement TraineeStore managementTraining managementManagementStoresTraining,30+ Days Ago,24-11-2024,Not disclosed
Store Management Trainee,Starbucks,Kolkata,0-1 Yrs,NetworkingManagement TraineeStore managementManagementStoresTraining managementTraining,30+ Days Ago,24-11-2024,Not disclosed
Store Management Trainee,Starbucks,Jalandhar,0-1 Yrs,NetworkingManagement TraineeStore managementTraining managementManagementStoresTraining,30+ Days Ago,24-11-2024,Not disclosed
DMart Hiring Store Managers,DMart,"Ahmedabad, Rajkot, Vadodara",9-14 Yrs,Store OperationsOperations Team HandlingInventory ManagementPeople Management SkillsShrinkage ControlRetail OperationsLeadership SkillsFloor Management,12 Days Ago,24-11-2024,Not disclosed
Front Office Executive,Hilton Hotels,"Chennai, Gurugram",0-2 Yrs,HospitalityRetailFront officeFront Office ExecutiveFront deskSalesGuest serviceManagement,30+ Days Ago,24-11-2024,Not disclosed
Front Office Associate,Hilton Hotels,"Chennai, Gurugram",0-2 Yrs,HospitalityFront Office AssociateFront officeConflict resolutionManagement systemsGuest serviceCash handlingCustomer service,30+ Days Ago,24-11-2024,Not disclosed
Spa Therapist-Conrad,Hilton Hotels,Bengaluru,0-3 Yrs,Strategi managementHospitalityReservationCustomer servieCost managementComplianeBasi,30+ Days Ago,24-11-2024,Not disclosed
Guest Relations Executive,Hilton Hotels,"Chennai, Gurugram",0-3 Yrs,HospitalityFront officeExecutiveStaffingManagement systemsGuest serviceCustomer serviceProperty management,30+ Days Ago,24-11-2024,Not disclosed
Guest Service Agent-Conrad,Hilton Hotels,Bengaluru,0-3 Yrs,HousekeepingHospitalityFront officeFront deskReservationguest satisfactionBillingGuest Service Agent,30+ Days Ago,24-11-2024,Not disclosed
Travel Consultant,Pavitra Kailash Yatra,Ahmedabad(Makarba +1),18 Nov - 27 Nov,Holiday PackagesHotel BookingTravel Agent ActivitiesTravel SalesOutbound Tourstravel arratourismtour packages,12 Days Ago,24-11-2024,2.25-6 Lacs PA
Bell Attendant,Hilton Hotels,"Chennai, Gurugram",0-3 Yrs,HospitalityFront officeGuest serviceFinanceInspectionOfficeGuestFront,30+ Days Ago,24-11-2024,Not disclosed
Chef de Partie (Team Member Cafeteria) - Conrad,Hilton Hotels,Bengaluru,0-3 Yrs,TrainingHospitalityHACCPCostingCookingFood proessingManagement,30+ Days Ago,24-11-2024,Not disclosed
Commis 3,OYO,"Gurugram(Manesar), Manesar, Delhi / NCR",1-3 Yrs,TandoorIndian CurryCommisCookingHotel ManagementIndianIHMManagement,13 Days Ago,24-11-2024,1-2 Lacs PA
ASM / RSM - FMCG (Western UP and Uttrakhand),Salesforce,Meerut,8-13 Yrs,FMCGASMRsmAssembly,5 Days Ago,24-11-2024,5-7.5 Lacs PA
Barista,Starbucks,Meerut,0-2 Yrs,StationTrainingSalesNetworkingCash handlingStore SupervisorCustomer serviceOperations,30+ Days Ago,24-11-2024,Not disclosed
Barista,Starbucks,Mysuru,0-2 Yrs,StationTrainingSalesNetworkingCash handlingStore SupervisorCustomer serviceOperations,30+ Days Ago,24-11-2024,Not disclosed
Store Manager,Starbucks,Shimla,0-3 Yrs,Stock controlSalesHotel managementReconciliationSchedulingCustomer serviceForecastingOperations,30+ Days Ago,24-11-2024,Not disclosed
Store Manager,Starbucks,Mysuru,0-3 Yrs,Stock controlSalesHotel managementReconciliationSchedulingCustomer serviceForecastingOperations,30+ Days Ago,24-11-2024,Not disclosed
Store Manager,Starbucks,Thiruvananthapuram,0-3 Yrs,Stock controlSalesHotel managementReconciliationSchedulingCustomer serviceForecastingOperations,30+ Days Ago,24-11-2024,Not disclosed
Store Manager,Starbucks,Raipur,0-3 Yrs,Stock controlSalesHotel managementReconciliationSchedulingCustomer serviceForecastingOperations,30+ Days Ago,24-11-2024,Not disclosed
Store Manager,Starbucks,Bathinda,0-3 Yrs,Stock controlSalesHotel managementReconciliationSchedulingCustomer serviceForecastingOperations,30+ Days Ago,24-11-2024,Not disclosed
Store Management Trainee,Starbucks,Ludhiana,0-1 Yrs,NetworkingManagement TraineeStore managementTraining managementManagementStoresTraining,30+ Days Ago,24-11-2024,Not disclosed
Barista,Starbucks,Jodhpur,0-2 Yrs,TrainingSalesNetworkingCash handlingStore SupervisorCustomer serviceOperationsService quality,30+ Days Ago,24-11-2024,Not disclosed
"Distinguished, Software Engineer",Walmart,Bengaluru,0-8 Yrs,ProcurementERPManager Quality AssuranceFront endArchitectureNetworkingCodingProject management,30+ Days Ago,24-11-2024,Not disclosed
Associate - Finance,IndiGo,Gurugram,0-2 Yrs,Advanced ExcelMonth End ClosingVendor ReconciliationEndReconciliationFinanceClosingExcel,26 Days Ago,24-11-2024,Not disclosed
Housekeeping Executive,Hilton Hotels,Jaipur,0-3 Yrs,systemlaundryhousekeepingresortadministrationwriting,24 Days Ago,24-11-2024,Not disclosed
BACK - OFFICE ASSIST,Aquad Yamaha,Kolkata,0-2 Yrs,AdministrationAutomobilePurchaseBillingBack officeSchedulingTroubleshootingMonitoring,30+ Days Ago,24-11-2024,Not disclosed
Coordinador Control Proyectos Finanzas,Nestl,Silao,0-4 Yrs,excelaslmsisofinnonepowerpointControl,26 Days Ago,24-11-2024,Not disclosed
TELE-CALLERS / FRONT DESK / RECEPTIONIST / HELP DESK / CRE,Aquad Yamaha,Kolkata,0-2 Yrs,Front deskHelpdeskFinancial accountingCRECustomer serviceEnquiry managementManagementAccounting,30+ Days Ago,24-11-2024,Not disclosed
B.E. / B.Tech Fresher,Blue Star,Dadra & Nagar Haveli(Silvassa +1),0 Yrs,Electronics And CommunicationElectronicsCommunication EngineeringEngineeringCommunication skills,27 Days Ago,24-11-2024,Not disclosed
Finance Associate,Hilton Hotels,Jaipur,0-3 Yrs,excelaccounts payablecommunication skillsscmreconciliationgeneral ledgerLedgerPayablesAccounting,24 Days Ago,24-11-2024,Not disclosed
ACCOUNTANT / CASHIER / BACKOFFICE MANAGER,Aquad Yamaha,Kolkata,0-2 Yrs,TallyLegal complianceAccountingExport importFinanceSchedulingCustomer serviceForecasting,30+ Days Ago,24-11-2024,Not disclosed
Senior House Keeping (Tirupathi),Khazana Jewellery,Tirupati,0-5 Yrs,cleaningOffice AssistanceHelper Activitieshousekeepinghouse keepingAssistanceOfficeSenior,26 Days Ago,24-11-2024,2.5-3 Lacs PA
Urgent Opening - HouseKeeping (Guntur / Vizag) - Only Male,Khazana Jewellery,"Visakhapatnam, Guntur",0-5 Yrs,HousekeepingCleaningServingOffice AssistanceAssistanceOfficeServ,30+ Days Ago,24-11-2024,2.25-3 Lacs PA
Barista,Starbucks,Amritsar,0-2 Yrs,StationTrainingSalesNetworkingCash handlingStore SupervisorCustomer serviceOperations,30+ Days Ago,24-11-2024,Not disclosed
Barista,Starbucks,Rajpura,0-2 Yrs,StationTrainingSalesNetworkingCash handlingStore SupervisorCustomer serviceOperations,30+ Days Ago,24-11-2024,Not disclosed
Barista,Starbucks,Behror,0-2 Yrs,StationTrainingSalesNetworkingCash handlingStore SupervisorCustomer serviceOperations,30+ Days Ago,24-11-2024,Not disclosed
Barista,Starbucks,Balachaur,0-2 Yrs,StationTrainingSalesNetworkingCash handlingStore SupervisorCustomer serviceOperations,30+ Days Ago,24-11-2024,Not disclosed
Barista,Starbucks,Guwahati,0-2 Yrs,StationTrainingSalesNetworkingCash handlingStore SupervisorCustomer serviceOperations,30+ Days Ago,24-11-2024,Not disclosed
Barista,Starbucks,Aurangabad,0-2 Yrs,StationTrainingSalesNetworkingCash handlingStore SupervisorCustomer serviceOperations,30+ Days Ago,24-11-2024,Not disclosed
Barista,Starbucks,Lucknow,0-2 Yrs,StationTrainingSalesNetworkingCash handlingStore SupervisorCustomer serviceOperations,30+ Days Ago,24-11-2024,Not disclosed
Barista,Starbucks,Siliguri,0-2 Yrs,StationTrainingSalesNetworkingCash handlingStore SupervisorCustomer serviceOperations,30+ Days Ago,24-11-2024,Not disclosed
Barista,Starbucks,Bathinda,0-2 Yrs,StationTrainingSalesNetworkingCash handlingStore SupervisorCustomer serviceOperations,30+ Days Ago,24-11-2024,Not disclosed
Store Manager,Starbucks,Kanpur,0-3 Yrs,Stock controlSalesHotel managementReconciliationSchedulingCustomer serviceForecastingOperations,30+ Days Ago,24-11-2024,Not disclosed
Apprentice,Starbucks,Chennai,0-1 Yrs,TrainingNetworkingCustomer serviceService qualityQuality,30+ Days Ago,24-11-2024,Not disclosed
Apprentice,Starbucks,Lucknow,0-1 Yrs,TrainingNetworkingCustomer serviceService qualityQuality,30+ Days Ago,24-11-2024,Not disclosed
Apprentice,Starbucks,Amritsar,0-1 Yrs,TrainingNetworkingCustomer serviceService qualityQuality,30+ Days Ago,24-11-2024,Not disclosed
Assistant Store Manager,Adidas,Kolkata,0-1 Yrs,TrainingRetailBasicSalesBrand AmbassadorVisual MerchandisingCustomer serviceStore operations,30+ Days Ago,24-11-2024,Not disclosed
Floor Supervisor,Day Mart Group,Kozhikode,0-4 Yrs,Floor SupervisorFlooringSupervision,30+ Days Ago,24-11-2024,Not disclosed
Salon and Spa Makeup Artist,SMA International Makeup Academy,Solan,0-3 Yrs,CosmeticsSpanishArtSPA,30+ Days Ago,24-11-2024,Not disclosed
Junior Executive - Merchandising,MALABAR GOLD & DIAMONDS,Kozhikode,0-1 Yrs,Sales HeadTrainingJunior ExecutiveHead Business DevelopmentSkill developmentSalesExecutive MerchandisingMonitoring,30+ Days Ago,24-11-2024,Not disclosed
ASSOCIATE TRAINEE - SALES & SERVICE,MALABAR GOLD & DIAMONDS,"Chennai, Erode",0-1 Yrs,TallySales Staffstaff associateService marketingCustomer serviceRetail salesMarketingSales,30+ Days Ago,24-11-2024,Not disclosed
